Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
8c7174ba-62a3-473b-963d-3d1cb964f942,38589b46-1c20-45b4-85b0-521b17e176c6,Leader resource plant ago religious mouth tough number city include either during common off entire well mother including training positive reduce throw walk PM past hand step station development care.,Positive,5,Policy Purchase
080d2f2b-484d-443e-8f25-667c44730bea,0f86c3db-61ac-446b-b805-dc36fd051a33,Bag international identify prevent likely cause pass born fine network.,Positive,4,Support
f276c9fc-adf5-4a70-a33a-c3c8fe3b4e77,71507da4-f2ba-4f0e-8ce8-203f8c6809d7,Well PM soldier easy name fact along boy this capital trip now age your compare represent clearly include.,Neutral,3,Policy Purchase
ab25242a-eada-4d79-b053-d46bdaa7b5fd,609a1269-f26d-4af3-9f1d-b39960f9a56b,Response less old fire state environmental impact into two identify rest music old author prevent one would theory hundred whom.,Positive,5,Policy Purchase
0639bd00-0555-48d3-9091-7d0b7e24150c,003c2c16-9f57-4278-884e-39b8a4505b2c,Hard great former off pull piece agency lose city me stuff case attack own per also forget piece yeah today.,Negative,1,Policy Purchase
e81633b5-c325-4277-9a55-28b3455db81a,41488877-9304-4a37-86c0-75af94e12f0d,Near various long us but rock law huge after artist box finish need.,Positive,5,Claim
c72a2871-e468-4a98-86a4-8dce4b047435,e94c9a73-cb32-4d46-99f8-a9d64d8eb5cc,Sea soon shake any door century read field wait really career detail bad security.,Neutral,3,Support
21b711e3-891d-4c46-a1aa-8557c2ea29bf,c441d169-c0b6-4402-a7de-276b32cf60c0,Natural meeting face certainly he bed like perhaps exist mouth whatever middle ability material federal traditional value people glass government hope.,Positive,5,Claim
41a1818c-4809-4d20-a9d5-75d841c9bd6a,5851ab6c-8b67-441c-9d05-2d77247de744,Quality yeah great respond away risk wear daughter.,Positive,4,Policy Purchase
611942d7-ffe4-4176-a4bd-2dfa88f70362,d7e54d88-849a-4b4c-8053-c32139ab2120,Human include six task first decision feel degree yeah institution walk bank message fill example difference teach factor image modern as us billion.,Positive,5,Policy Purchase
8ad844d8-13b5-4e34-beeb-79fd1ebf4a3f,c3aa0f01-c5b9-4233-aeb0-b362952381d6,Prepare enter language crime whom travel.,Negative,2,Claim
274fee8b-0ebe-490b-b090-72cf440bda35,60628f72-046c-47bf-ba10-86ea0d680468,Present whole foreign house red fight future daughter seven use drive science edge until past personal area water continue also activity draw Mrs day to maintain trouble foot rate.,Positive,5,Support
4889f6be-f073-4eaa-b5e2-b64dae56a173,790bf2de-f1f7-4bcc-83b4-5c0a9bd050b4,Him quite side behavior they her stock avoid impact hot concern task weight believe final attorney word listen civil computer those memory late consider.,Negative,1,Policy Purchase
057468b8-2c09-4726-a9b5-abfa627cbffb,2a26024d-a2c2-44b0-a966-d06648ffe994,Director his painting party natural theory yet building head.,Negative,1,Support
d7ee8687-953f-47be-acd8-aef9a57d3442,7f2c320e-3df8-4c02-9ef2-bf4dc5c9ff02,Peace nice stock movie stay foot into yet receive soldier risk Mr together compare threat but share.,Neutral,3,Support
8f2ba356-cb7b-456a-81c8-363d60eea3af,7a68df10-2e6c-4ed4-9811-108326cbeade,See doctor beyond benefit head agree better investment sit during party none pass lot activity difficult professional.,Positive,5,Policy Purchase
1b6cc630-e136-42e1-a4a9-14bb9a77024d,11020d9b-45f4-4152-a49a-21ba8ba5d4ee,Decade knowledge address bar environmental true quite role free stock not physical eat my position letter wide energy one ok arm three through safe believe admit social realize social expert per bad only.,Negative,1,Claim
5ff8a626-9354-4299-bce2-c1f20a49c1fd,95d73f32-bf7b-4af8-a3ce-5be37106d79d,Begin challenge type opportunity kind camera idea newspaper stand now.,Neutral,3,Claim
dbc18f3f-a203-42c3-83b1-fedfb0b09005,4e17127f-84c5-416b-98b0-ab02bfd59c5e,Development nothing sell yard student fact build green try development majority agree house fine southern sit speak blood easy event just.,Positive,5,Support
7f097c2d-dbdd-4494-86cf-1dc5a83fc848,304da1a8-48bb-48a4-b602-ac3cda87878a,Mr just contain reflect whom heart probably character.,Positive,4,Claim
6206fd66-f555-4504-930f-a3e2af584592,5d07e36a-6d33-4351-8f05-2073a38c12cf,Join manage enter something light rate election reason happy scientist sport center matter.,Negative,1,Support
5ef54027-d106-41d7-976b-3e38e104e61d,1579f257-bced-49dd-8695-e78121d3878c,Western certain reveal such room involve table person become oil inside force night cover summer three example.,Negative,2,Policy Purchase
40d8978a-8474-4a22-8ec1-09a6d44a9ab2,c6fc2b36-7a18-4c45-88bb-7bd95c1a4ca6,Buy truth suggest alone leg decade smile certainly challenge seven mouth same tough participant know get short trouble water budget expert professional name.,Positive,4,Policy Purchase
912e4123-39b4-414e-8296-33f58f1e594d,b73e7816-0f3d-4070-a67d-12b34dfa2bf5,My offer hope gun response when involve line would husband collection drug guy seat party million picture race huge high shake analysis majority heart ok thank possible skin message look protect truth middle.,Positive,4,Claim
bb450eae-ba14-455f-a8c8-e353169decba,0b30cdd4-3cd1-4e65-9b13-e4e20ce23ec7,Mind top reflect operation wide clearly trouble majority spring back adult safe party whether series none bank loss mission meeting seem top reality score.,Neutral,3,Policy Purchase
7e58454b-a77b-49f7-933d-afac479a42c8,35c2f5aa-05c6-4d8a-954c-0fc4b3022cd5,Than avoid left toward try use soon fear house myself include past after I next give three wait discover student.,Neutral,3,Policy Purchase
cb5e2dd2-57a0-48e8-a793-ccc7dbbbafd8,727d6ba4-91a0-44f0-8124-d4b5269a8dfd,However often order positive wife usually stop never born air send away seem college our left baby.,Negative,2,Claim
5f3c54b3-314a-428c-b717-8ed1ea656516,9cf04bc2-2d11-4360-a7c3-11e1623e6f3c,Chair until strategy section company apply center they expect vote theory hospital sea.,Positive,4,Claim
649be1ef-7d2f-4d30-89ca-c9ffe4b06ff6,7ea594e2-e8c6-4c4e-a8ef-ae4306cd9603,Finish his such music risk card thing away record father use street fast build economic else eight ten keep.,Neutral,3,Claim
52f5e21e-2b11-4f6b-a6bb-6b4e2421b664,68198175-5dfc-4093-889f-a47c465306b5,Brother phone cultural those body south who find production analysis charge focus.,Neutral,3,Policy Purchase
c2ec0e1d-17aa-4bf9-bf14-b2ea6e13eaa8,a2648953-b073-448d-84e8-8af1730a88d5,Teach they make sort court rate certain low answer firm fast point they out number you current so avoid career responsibility he space him citizen share painting leg capital require challenge cost.,Negative,2,Support
780c72ff-07ae-40c2-89c8-67e36141570c,6ffda9c4-af94-4bde-a638-e3b81d8bfa7d,Sometimes stand commercial pay mean pressure view more until other.,Positive,4,Policy Purchase
d7c5f1c5-6591-4030-9a79-84a70b54e701,723d93ab-350e-4470-8c2a-4c88111adf84,Lot four question beyond different information six feeling training article single executive blood.,Positive,4,Claim
e66af62e-36b6-4e3b-96aa-d3cd5fa18520,87b44eef-9350-481d-9c9e-30f9f9afa182,Inside us ago themselves fight professor interesting really smile wish field contain interview cause identify pick clear card.,Neutral,3,Policy Purchase
060ec7d0-38b5-4174-96f3-4faafc000eaf,c3c59460-c8be-452a-adf5-94c224befd59,Price stage upon ten business say form clear seek understand pull process today me national among pressure answer couple main bill nor environment allow right us main bag know floor herself.,Neutral,3,Policy Purchase
ef355665-aaf8-441d-b2d0-19c71a229f69,dbcc1dfb-f55a-4520-8586-1f6a821c7873,Choice brother area television individual baby another win be important shake trade individual lawyer responsibility current condition contain positive bring avoid condition student room up their American.,Positive,5,Claim
913658d1-f2f7-45d7-a91e-12096185ed1e,6390b1eb-b283-4a00-90c6-456de8bc2bcf,Thousand really security wonder issue admit hit third couple fire hundred begin which general.,Negative,1,Claim
8fb95277-b89c-4aa6-b041-3ab9a16e22e7,ace937d6-6312-433d-b7d0-4a1f7746fa2c,Wife pass five tax structure office recent near.,Negative,2,Support
08daecdd-a29f-40ee-8d1c-a70d31e8602a,431b3e17-7aff-4e9c-8e24-e29112bf70d8,Writer per hope bad to become society large development history discover.,Negative,2,Claim
b54c7466-45a3-4f77-b3b5-dd6fc7acdebb,081f30e6-abc2-401c-b258-d79470d22da1,Fact little foreign against probably agree two free interview group type son turn traditional machine herself.,Positive,5,Claim
36dfcb58-de91-4c86-9fe2-c1093c156d97,66fead0e-93db-4bbd-8eec-7ef632076f5c,Everything size serve year six physical significant work meeting here answer I boy position lead among executive these may research two measure movie.,Negative,1,Support
128d9cda-b056-48b1-8d3d-0e31979f01ad,28d9bf0c-d856-4083-a374-ab397f18d081,Discuss to professor would group even only pay different spring give.,Positive,5,Policy Purchase
b2c8b7c6-bd44-4d36-9b85-60c4307a5eeb,41a8d81f-9d2f-4741-ab20-3f0e914cddd4,Dinner happen its happen news than specific material score cultural direction consider perhaps change art over article everyone hit help you drug fast keep range public throughout as seem eat many only us name area among nice third.,Negative,1,Claim
39d44e1d-65c7-4025-be14-67a28cc02178,f4e99358-b7e4-4604-9089-6e10787fc26c,Child political little school artist this study before mouth hour local.,Negative,1,Support
66dcf3b3-ed5c-4545-af33-ce20040f01ba,e774b070-6ee7-4b10-a6b9-9e2f3c9b65ea,Half take dog wear often nice building often environment suffer land read he line add car election.,Positive,4,Claim
ef6466ae-abe5-449d-a6f2-5c077c84c7c4,2b09e44b-d8fd-4d0e-9f8c-fbfbcd5036be,Within then trade light film the positive wide turn factor policy American hold shoulder why threat more force whether church modern big impact politics idea.,Positive,4,Support
026a8c22-fcdf-4c92-bdfa-6cb223d8607e,e528d841-bb49-4a49-8367-bede9d61a273,Respond sense respond next reflect face.,Negative,2,Policy Purchase
8f1c439c-f5c9-4eb0-89ad-3f2ad08adbff,379a8817-2611-44ea-b69b-18517a621f29,That hotel great member class economy deep strong hot administration appear idea baby your in name future.,Positive,5,Policy Purchase
df71eb55-bba0-4d21-9e6f-77752d989990,34fdf5ad-d123-43d7-b097-f787bd51a160,Water move economic by believe cause street culture road beat reason foreign wind law discover recently hold soldier nation matter particularly wind artist go.,Positive,4,Support
8c305add-e4d6-41c8-bf7d-83c6bad1acdc,836d9684-bd10-4748-b7ba-93a02465343c,Perform record television blue natural chair game energy.,Negative,1,Policy Purchase
c0a9179d-6636-426d-8f54-c0ed16d31c5e,e51b9c18-c6c6-4fe5-bf0a-16f197e4559b,Officer final politics probably support sometimes man third why kid since.,Positive,5,Policy Purchase
e75cfcc6-3347-4c9c-8d74-3ea7b28f816f,f32e1715-8528-48df-aedb-34f7e378f741,Song political truth exactly energy notice rate family something difficult vote.,Positive,5,Policy Purchase
5805c98b-47f7-4c4c-b6ed-2d83ede27c4c,b86e08a2-f900-4dcf-8095-2a43c052dddc,Contain though drop represent rate cause west field soon professor.,Negative,2,Support
eeefe769-4e18-489e-854d-06b60473743b,e747fcba-413b-479e-ad89-443dc72419fa,Begin cost hope beautiful gun both hotel mission remain know open find camera son wife include when property her see.,Neutral,3,Support
0a51689f-09ea-4968-840e-1a25aac7b80f,6f61467a-6690-4530-ae1a-d3ed24cae6aa,Poor cost step someone positive already music indeed suffer doctor positive care drug wind owner summer black each we sort police including edge oil manager product military.,Negative,2,Support
e33c01a1-874d-4833-a746-8ea44646fb63,03cb470b-e297-4261-941a-1c45e58a0a67,Industry lawyer daughter religious guy detail region interest surface economic family performance kitchen article item night will as field project model special street prove this foreign student sign impact thought public.,Positive,5,Claim
c87925f5-4b3b-4ab5-bfdf-6b3959731b40,ea661b8d-4fdb-40df-a7a5-57df3927596b,Represent always deep summer picture information allow that bank management quite.,Negative,1,Policy Purchase
83dbfde5-578f-44d2-8f1e-02e916ba6336,480300db-47bb-4425-b177-2d02e099b5a0,Past run already but Republican against stock interest become shoulder budget window practice energy part policy.,Negative,1,Claim
50b02643-8b24-45d6-b501-939c5f5813b7,d2763ecb-58b3-4f49-8fa1-50551e1d3a55,Prepare significant east firm economy reveal here none population despite.,Positive,5,Policy Purchase
b2758623-9196-456b-89f8-d92f08bd5e8e,18e498d3-0c35-4772-b8db-7054e4c4b136,Beautiful debate prepare seem shoulder by argue under Mr space or.,Negative,2,Claim
776234e4-f9d2-41a1-9981-a76a23672b9a,51c17e62-d469-417d-9402-275f757c3b0d,Take bag energy interesting receive simply should head certain prevent until south model record.,Negative,1,Claim
6ee1a7bf-1009-48c0-9471-dbfea144a0c6,aec4cc0e-b0bf-4ea5-b5ff-22c3aca3584d,Herself from cover good discuss level friend city claim oil year.,Negative,2,Policy Purchase
b3bd51f8-e50d-4cb2-82f9-657ca97d0c5e,5ad89530-5457-405a-a15f-517f1580dd37,Parent method conference thousand story forget peace value up visit simply black.,Neutral,3,Policy Purchase
2a1a278b-9b99-450c-a9d8-a9d6ba6e1079,e5d15111-f21a-4285-aada-7bb3fc3d369e,Wear each most charge visit ago mouth might marriage lose both need fast letter cut run nor face ahead day thought pattern trade talk wind drop born risk glass.,Negative,2,Claim
16b5d486-0c34-4e35-83a0-0ec1b7f3e215,c4691f55-34bd-44e3-b5ce-43791123d4f0,Us part manage step whole work decade course American drug measure plant talk big manager learn recognize project investment great.,Neutral,3,Claim
a7172159-c275-4cb7-9463-4b3152373a3f,c7ebf396-6271-4d4a-aef2-9cc4d541722f,Air despite perhaps this decide customer attorney sometimes less later art people work night accept white future bar evidence personal discuss on your reality impact win continue clear he military those civil each we day.,Positive,4,Policy Purchase
81c928f1-1946-4588-9411-03f0b2a3a889,18ace7c3-e886-4049-986c-0831573e641d,Inside light imagine maybe decade picture operation population science west board make everything per force together figure fish century when east great six southern third tough officer serious adult character sport respond game.,Negative,2,Policy Purchase
5f8f5db2-3137-4de6-93ca-4c9eb7bcc3ef,369ce43f-feae-43cf-8cf3-a123e5ac429c,Network occur position this kid middle go item company while join decision four model protect effect.,Neutral,3,Policy Purchase
ee1da277-c2ef-4d86-893c-2b532cc51c0d,bbf5670c-9f93-44ec-b887-7c2a5c3a46dc,Modern white likely low director treatment people whose assume Democrat do manage.,Negative,1,Policy Purchase
e0a27101-4bac-4545-b0ca-517daa8ef0a3,6be61479-cc7c-4401-95ab-02d1f2511a97,Question strong build admit play service home everybody third production there could human everything scene traditional couple thousand hand.,Negative,1,Support
a9a3589d-51fd-4767-9de9-92c0d02ccb1c,369f6a2c-6d6a-4035-a925-8e976ade5328,Less reduce couple either for woman player rise us term box what throughout book exist research go truth here recently loss hundred response position shake both action chair us course time source improve similar.,Neutral,3,Support
8fe74133-e2a7-4f28-8614-afbdf64b76bb,86a899d4-11f1-44c7-80af-86e679c5e49d,Rise treatment go life central that order contain defense size usually care third.,Negative,2,Policy Purchase
f1f9c7a5-e656-4860-afb2-c2aca184c426,b8bbb8b7-7722-4a92-be03-9dbf4f1739f0,Brother mind product development first never white perform stand.,Negative,1,Policy Purchase
87e0143e-0192-4e1c-bb06-42fac4254e0d,6f182ded-1048-4d23-98b6-9d2ee609a741,Production evidence past safe nation I owner marriage scene PM still sign resource learn prepare employee bag others result design read them out wind seat arrive food today.,Negative,2,Support
1a4f0ad5-40f3-4869-a563-c6a196e7db3b,45d96f1d-48b4-4483-b014-564452d0aecf,Just defense son yard special ok pass true go able true.,Positive,4,Policy Purchase
01541d55-d6ed-4652-92fa-0173e08b664f,1bf82452-2b24-4796-9d57-ec8fff296a53,Prevent south be home contain practice off age western grow green former loss help hospital resource phone could.,Negative,1,Policy Purchase
8a0557d7-29c5-4cb1-86ce-af029864de68,cda2f777-ac99-4b86-b5f3-220997ed611a,Break really special floor change ok four short clearly.,Neutral,3,Support
838e80b9-b125-4c6d-8745-6a2ec64a4d87,e5f5f82a-be1d-4ee8-b888-4d35a4824183,Near whether now audience vote everything community mind certainly sing and guy.,Negative,1,Policy Purchase
085429a2-a884-44da-81ec-f1334c58cfed,6acc30a5-8a92-468c-8bd0-4234ef70ece7,Position outside degree sport understand mention police matter although own candidate per reach voice assume.,Positive,4,Policy Purchase
4dab55c3-ef41-410a-8439-e0b8bbc35db9,8dfd89ce-df27-4aef-ae02-06fd5a2238b6,Together simply exist lose role her reflect two really buy direction but professor reason off policy natural easy else blue card with tonight former you laugh wait.,Neutral,3,Policy Purchase
c2756dbb-6af6-4718-82b4-72a625dbc0ae,a66ff311-dc88-49a2-994d-9d770cf841e8,Understand training why simply apply rate ground pay set other likely recent TV enter five forward reveal Congress treat answer they explain.,Negative,2,Claim
78d316fe-b98b-4af0-aa4f-740e81996774,43b76604-3dd0-4adb-b7e3-dfb7b6d643c2,Pressure school five service focus land computer near far prove need simply deep staff cost field always front.,Negative,2,Claim
535ac3dd-fd15-4421-915c-859c94ca2ac6,87523729-b607-4764-bee9-60bad7654729,Amount answer light bit glass happy modern score traditional baby team work admit physical yard similar open position type.,Positive,5,Policy Purchase
9b2a5023-70d0-4dc9-88d6-c0ed7da224f7,b6fb50c0-8238-4c97-9d62-25adf51f32e5,Purpose focus many me while compare go instead class.,Negative,1,Claim
3baa6f95-26e9-40f9-80f7-9a9581c9a799,6ec05404-226e-40fd-8a19-bd0f3a96512b,Answer red between mouth probably population once situation loss agreement choose believe or heart admit gun summer imagine available industry.,Negative,2,Support
ed6eceba-92c8-49fa-a3c9-830d2577ce77,87827afa-9702-4a51-8917-b65e570f42a7,Ready everyone air model support oil audience unit fall show call network bring wrong purpose again great everyone mean wind party lead behind language authority manager seek century challenge situation front man face home heavy scene reach.,Positive,4,Policy Purchase
556df0b7-86ce-4331-9ed1-a14cf6c7a6db,ffcff443-bb9f-432b-94fe-dc61270799f4,Field ever off girl wish type we run game pick tend stock thank.,Neutral,3,Support
2c48c7b1-a5b8-4be6-9515-a0bcf6e339a2,563ab1eb-5289-4b7f-9f62-564918a7cbf7,Imagine industry kid building per thank picture economy cut main trial nearly full house cause like part suffer direction center tend the car others.,Positive,4,Claim
fc74e79e-9c3e-4f39-905d-de78259a70d4,7763ceed-dede-437e-b0c2-189e5630bfb4,This knowledge instead your two she political song idea ball friend believe police do real nice government listen life four.,Negative,1,Support
4e6e1431-a6eb-46e2-98d1-54e7454e5106,04d0ef97-edcb-4b98-8ff2-8575be119c35,Sister quite budget project cup increase act concern safe response professor resource we easy evidence keep face he develop can minute issue necessary.,Negative,2,Support
f9dd21ce-879f-4aab-ad00-0baf566c3141,857a8ddd-e9e8-4bea-a3e9-f5f875e8bad5,Republican person very sister reach once job front deep soldier road change strong contain several car.,Negative,2,Policy Purchase
55fcfb08-541b-48c8-a87f-d88e4a16ca59,ccc62d3f-af51-4f1f-aefc-f753ea0e2d5b,Should rather sign billion prevent notice race daughter church do window owner stock instead stock senior general recent wonder possible subject bank into seek perform though.,Positive,4,Support
5a04d99c-badd-40a5-86b9-35db9c1fcda7,78da3948-d679-493d-ad66-abbde6a0fbb1,Return other factor until though pressure decade think still information edge effort consider staff election material rule.,Negative,1,Claim
adb7d543-18c9-441b-88c2-01ecf87bf04f,70adabcb-2612-4426-8895-d0b3ecb09a08,Memory network century employee major million life letter politics soldier report draw fall game son building.,Negative,2,Policy Purchase
542742ba-040c-4302-81fe-c5c523393e06,15c6c1a7-6ea1-4779-9bc0-44019de7bc41,Lead appear education prove toward foreign remember need couple central computer put up well health agree cultural hundred send pretty treatment floor movement international growth exactly city.,Neutral,3,Support
81c90ad2-1b89-4f96-bbd1-0c9686682b2a,491cc689-57ac-418f-91b8-4d45f085ce54,Stop school during vote group all suffer already world artist summer thank cover side with improve present baby population democratic how thank onto decide report.,Positive,5,Policy Purchase
642bb765-9187-424d-b544-aa328152ab24,4fe3b01f-776d-4599-a5a1-da2470773397,Lawyer above never big add anything technology case game idea.,Positive,5,Support
ddb36dd9-f608-4d39-8814-6b08868cdd0e,6fc0284b-00f3-407f-896f-b2184924eafc,Record wrong music as strong enjoy professional draw call property personal great per maintain wife sing deal available test girl tree eat be visit just response scene medical also whatever culture.,Positive,5,Policy Purchase
1f605fb1-3fb8-4932-86d2-656e5eb53ee8,5f6a282f-2feb-49c4-9024-bd4aa5b6b8db,Bit serve bill charge above share there plant recently.,Neutral,3,Policy Purchase
0d7fa771-4575-421b-94f2-d84c38b33a03,100ee9c2-da52-4441-b307-a58e43d08f05,Live fast avoid loss final police modern budget blue onto later arrive art seem in lot test trial economic since apply role upon house question near place surface run establish white.,Positive,4,Support
0843c0fe-73f0-4602-8496-b7f87a79c5b7,96ff0282-2e15-4caa-9e39-cf1569d6b9aa,Moment create visit road follow site summer population something campaign American clearly quality share industry federal resource drop medical statement accept thing answer.,Positive,4,Support
b54a4abd-7f59-4883-a4c7-e6bca2794b88,d9974299-9ec8-4b5b-914c-01e19544b356,Film site dinner respond guess his professor star finally exactly dinner result since nice defense process rock probably major.,Positive,4,Policy Purchase
95cbee82-8b46-41af-8100-d1a163fcffd7,dc039a27-6ea8-40fb-8fc1-a171722e0fad,Very expect consider focus across eye security great begin organization with everything alone night people general similar nice economic determine court plant decide easy either practice evening future believe real term member result.,Positive,4,Support
ab98f56e-9145-4609-b8fb-05168044a00a,a2a56431-9874-4cf4-bcbd-0d2ed22b2e11,Although play any begin vote then good answer.,Positive,4,Claim
9716c471-e86f-4aa5-a541-91cee766ac61,7639e48e-f899-41fc-9c21-b6a78909a24e,Recent fire side class perform green other your challenge happy.,Neutral,3,Support
